dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Class, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, Snow_Albedo_Daily_Tile_Class, orbit_pnt, granule_pnt]"
"[2022_05_07, 162.30985132292545, -77.71550101739011, 1651881600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_08, 162.30985132292545, -77.71550101739011, 1651968000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_09, 162.30985132292545, -77.71550101739011, 1652054400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_10, 162.30985132292545, -77.71550101739011, 1652140800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_11, 162.30985132292545, -77.71550101739011, 1652227200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_12, 162.30985132292545, -77.71550101739011, 1652313600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_13, 162.30985132292545, -77.71550101739011, 1652400000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_14, 162.30985132292545, -77.71550101739011, 1652486400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_15, 162.30985132292545, -77.71550101739011, 1652572800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_16, 162.30985132292545, -77.71550101739011, 1652659200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_17, 162.30985132292545, -77.71550101739011, 1652745600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_18, 162.30985132292545, -77.71550101739011, 1652832000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_19, 162.30985132292545, -77.71550101739011, 1652918400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_20, 162.30985132292545, -77.71550101739011, 1653004800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_21, 162.30985132292545, -77.71550101739011, 1653091200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_22, 162.30985132292545, -77.71550101739011, 1653177600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_23, 162.30985132292545, -77.71550101739011, 1653264000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_24, 162.30985132292545, -77.71550101739011, 1653350400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_25, 162.30985132292545, -77.71550101739011, 1653436800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_26, 162.30985132292545, -77.71550101739011, 1653523200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_27, 162.30985132292545, -77.71550101739011, 1653609600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_28, 162.30985132292545, -77.71550101739011, 1653696000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_29, 162.30985132292545, -77.71550101739011, 1653782400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_30, 162.30985132292545, -77.71550101739011, 1653868800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_31, 162.30985132292545, -77.71550101739011, 1653955200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_01, 162.30985132292545, -77.71550101739011, 1654041600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_02, 162.30985132292545, -77.71550101739011, 1654128000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_03, 162.30985132292545, -77.71550101739011, 1654214400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_04, 162.30985132292545, -77.71550101739011, 1654300800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_05, 162.30985132292545, -77.71550101739011, 1654387200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_06, 162.30985132292545, -77.71550101739011, 1654473600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_07, 162.30985132292545, -77.71550101739011, 1654560000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_08, 162.30985132292545, -77.71550101739011, 1654646400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_09, 162.30985132292545, -77.71550101739011, 1654732800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_10, 162.30985132292545, -77.71550101739011, 1654819200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_11, 162.30985132292545, -77.71550101739011, 1654905600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_12, 162.30985132292545, -77.71550101739011, 1654992000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_13, 162.30985132292545, -77.71550101739011, 1655078400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_14, 162.30985132292545, -77.71550101739011, 1655164800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_15, 162.30985132292545, -77.71550101739011, 1655251200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_16, 162.30985132292545, -77.71550101739011, 1655337600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_17, 162.30985132292545, -77.71550101739011, 1655424000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_18, 162.30985132292545, -77.71550101739011, 1655510400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_19, 162.30985132292545, -77.71550101739011, 1655596800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_20, 162.30985132292545, -77.71550101739011, 1655683200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_21, 162.30985132292545, -77.71550101739011, 1655769600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_22, 162.30985132292545, -77.71550101739011, 1655856000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_23, 162.30985132292545, -77.71550101739011, 1655942400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_24, 162.30985132292545, -77.71550101739011, 1656028800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_25, 162.30985132292545, -77.71550101739011, 1656115200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_26, 162.30985132292545, -77.71550101739011, 1656201600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_27, 162.30985132292545, -77.71550101739011, 1656288000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_28, 162.30985132292545, -77.71550101739011, 1656374400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_29, 162.30985132292545, -77.71550101739011, 1656460800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_30, 162.30985132292545, -77.71550101739011, 1656547200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_01, 162.30985132292545, -77.71550101739011, 1656633600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_02, 162.30985132292545, -77.71550101739011, 1656720000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_03, 162.30985132292545, -77.71550101739011, 1656806400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_04, 162.30985132292545, -77.71550101739011, 1656892800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_05, 162.30985132292545, -77.71550101739011, 1656979200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_06, 162.30985132292545, -77.71550101739011, 1657065600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_07, 162.30985132292545, -77.71550101739011, 1657152000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_08, 162.30985132292545, -77.71550101739011, 1657238400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_09, 162.30985132292545, -77.71550101739011, 1657324800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_10, 162.30985132292545, -77.71550101739011, 1657411200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_11, 162.30985132292545, -77.71550101739011, 1657497600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_12, 162.30985132292545, -77.71550101739011, 1657584000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_13, 162.30985132292545, -77.71550101739011, 1657670400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_14, 162.30985132292545, -77.71550101739011, 1657756800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_15, 162.30985132292545, -77.71550101739011, 1657843200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_16, 162.30985132292545, -77.71550101739011, 1657929600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_17, 162.30985132292545, -77.71550101739011, 1658016000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_18, 162.30985132292545, -77.71550101739011, 1658102400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_19, 162.30985132292545, -77.71550101739011, 1658188800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_20, 162.30985132292545, -77.71550101739011, 1658275200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_21, 162.30985132292545, -77.71550101739011, 1658361600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_22, 162.30985132292545, -77.71550101739011, 1658448000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_23, 162.30985132292545, -77.71550101739011, 1658534400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_24, 162.30985132292545, -77.71550101739011, 1658620800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_25, 162.30985132292545, -77.71550101739011, 1658707200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_26, 162.30985132292545, -77.71550101739011, 1658793600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_27, 162.30985132292545, -77.71550101739011, 1658880000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_28, 162.30985132292545, -77.71550101739011, 1658966400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_29, 162.30985132292545, -77.71550101739011, 1659052800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_30, 162.30985132292545, -77.71550101739011, 1659139200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_31, 162.30985132292545, -77.71550101739011, 1659225600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_01, 162.30985132292545, -77.71550101739011, 1659312000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_02, 162.30985132292545, -77.71550101739011, 1659398400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_03, 162.30985132292545, -77.71550101739011, 1659484800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_04, 162.30985132292545, -77.71550101739011, 1659571200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_05, 162.30985132292545, -77.71550101739011, 1659657600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_06, 162.30985132292545, -77.71550101739011, 1659744000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_07, 162.30985132292545, -77.71550101739011, 1659830400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_08, 162.30985132292545, -77.71550101739011, 1659916800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_09, 162.30985132292545, -77.71550101739011, 1660003200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_10, 162.30985132292545, -77.71550101739011, 1660089600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_11, 162.30985132292545, -77.71550101739011, 1660176000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_12, 162.30985132292545, -77.71550101739011, 1660262400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_13, 162.30985132292545, -77.71550101739011, 1660348800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_14, 162.30985132292545, -77.71550101739011, 1660435200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_15, 162.30985132292545, -77.71550101739011, 1660521600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_16, 162.30985132292545, -77.71550101739011, 1660608000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_17, 162.30985132292545, -77.71550101739011, 1660694400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_18, 162.30985132292545, -77.71550101739011, 1660780800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_19, 162.30985132292545, -77.71550101739011, 1660867200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_20, 162.30985132292545, -77.71550101739011, 1660953600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_21, 162.30985132292545, -77.71550101739011, 1661040000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_22, 162.30985132292545, -77.71550101739011, 1661126400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_23, 162.30985132292545, -77.71550101739011, 1661212800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_24, 162.30985132292545, -77.71550101739011, 1661299200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_25, 162.30985132292545, -77.71550101739011, 1661385600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_26, 162.30985132292545, -77.71550101739011, 1661472000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_27, 162.30985132292545, -77.71550101739011, 1661558400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_28, 162.30985132292545, -77.71550101739011, 1661644800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_29, 162.30985132292545, -77.71550101739011, 1661731200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_30, 162.30985132292545, -77.71550101739011, 1661817600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_31, 162.30985132292545, -77.71550101739011, 1661904000000, null, null, null, null, null, null, null, null, null]"
"[2022_09_01, 162.30985132292545, -77.71550101739011, 1661990400000, null, null, null, null, null, null, null, null, null]"
"[2022_09_02, 162.30985132292545, -77.71550101739011, 1662076800000, null, 211, 211, 211, null, null, 111, 0, 0]"
"[2022_09_03, 162.30985132292545, -77.71550101739011, 1662163200000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_04, 162.30985132292545, -77.71550101739011, 1662249600000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_05, 162.30985132292545, -77.71550101739011, 1662336000000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_06, 162.30985132292545, -77.71550101739011, 1662422400000, null, 211, 211, 211, null, null, 111, 3, 4]"
"[2022_09_07, 162.30985132292545, -77.71550101739011, 1662508800000, 81, null, 2, 128, 8174, 33, 251, 5, 6]"
"[2022_09_08, 162.30985132292545, -77.71550101739011, 1662595200000, null, 211, 211, 211, null, null, 111, 4, 4]"
"[2022_09_09, 162.30985132292545, -77.71550101739011, 1662681600000, 28, null, 2, 128, 2785, 34, 251, 5, 7]"
"[2022_09_10, 162.30985132292545, -77.71550101739011, 1662768000000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_11, 162.30985132292545, -77.71550101739011, 1662854400000, 84, null, 2, 128, 8409, 33, null, 6, 7]"
"[2022_09_12, 162.30985132292545, -77.71550101739011, 1662940800000, 80, 201, 2, 130, 7828, 23, 101, 5, 6]"
"[2022_09_13, 162.30985132292545, -77.71550101739011, 1663027200000, 46, null, 2, 128, 4575, 44, null, 5, 7]"
"[2022_09_14, 162.30985132292545, -77.71550101739011, 1663113600000, 43, null, 2, 128, 4309, 47, null, 4, 5]"
"[2022_09_15, 162.30985132292545, -77.71550101739011, 1663200000000, 0, 201, 2, 148, 719, null, 125, 5, 5]"
"[2022_09_16, 162.30985132292545, -77.71550101739011, 1663286400000, 19, 250, 2, 128, 2021, 85, 150, 5, 6]"
"[2022_09_17, 162.30985132292545, -77.71550101739011, 1663372800000, 56, null, 2, 128, 5633, 29, null, 5, 7]"
"[2022_09_18, 162.30985132292545, -77.71550101739011, 1663459200000, 27, null, 2, 128, 2793, 54, null, 5, 6]"
"[2022_09_19, 162.30985132292545, -77.71550101739011, 1663545600000, null, 201, 2, 130, 8177, null, 101, 5, 6]"
"[2022_09_20, 162.30985132292545, -77.71550101739011, 1663632000000, 27, null, 2, 128, 2714, 93, null, 6, 7]"
"[2022_09_21, 162.30985132292545, -77.71550101739011, 1663718400000, 28, null, 2, 144, 2828, 98, null, 5, 7]"
"[2022_09_22, 162.30985132292545, -77.71550101739011, 1663804800000, 31, null, 2, 128, 3125, 63, null, 5, 7]"
"[2022_09_23, 162.30985132292545, -77.71550101739011, 1663891200000, null, 250, 2, 128, 1972, null, 150, 5, 7]"
"[2022_09_24, 162.30985132292545, -77.71550101739011, 1663977600000, null, 201, 2, 130, 6901, null, 101, 5, 7]"
"[2022_09_25, 162.30985132292545, -77.71550101739011, 1664064000000, 35, null, 2, 128, 3474, 40, null, 5, 7]"
"[2022_09_26, 162.30985132292545, -77.71550101739011, 1664150400000, null, 201, 2, 130, 8382, null, 101, 5, 7]"
"[2022_09_27, 162.30985132292545, -77.71550101739011, 1664236800000, 22, null, 2, 128, 2210, 47, null, 7, 9]"
"[2022_09_28, 162.30985132292545, -77.71550101739011, 1664323200000, 53, 201, 2, 130, 7650, 29, 101, 5, 8]"
"[2022_09_29, 162.30985132292545, -77.71550101739011, 1664409600000, 62, 201, 2, 130, 7902, 24, 101, 6, 8]"
"[2022_09_30, 162.30985132292545, -77.71550101739011, 1664496000000, 25, null, 2, 128, 2562, 75, null, 5, 7]"
"[2022_10_01, 162.30985132292545, -77.71550101739011, 1664582400000, null, 250, 2, 128, 1837, null, 150, 6, 8]"
"[2022_10_02, 162.30985132292545, -77.71550101739011, 1664668800000, 31, null, 2, 128, 3178, 44, null, 5, 7]"
"[2022_10_03, 162.30985132292545, -77.71550101739011, 1664755200000, null, 250, 2, 128, 2147, null, 150, 6, 8]"
"[2022_10_04, 162.30985132292545, -77.71550101739011, 1664841600000, 22, 201, 2, 130, 4891, 36, 101, 6, 9]"
"[2022_10_05, 162.30985132292545, -77.71550101739011, 1664928000000, null, 201, 2, 130, 6957, null, 101, 6, 9]"
"[2022_10_06, 162.30985132292545, -77.71550101739011, 1665014400000, 53, 201, 2, 130, 6551, 23, 101, 6, 8]"
"[2022_10_07, 162.30985132292545, -77.71550101739011, 1665100800000, 32, null, 2, 128, 3247, 48, null, 6, 8]"
"[2022_10_08, 162.30985132292545, -77.71550101739011, 1665187200000, 46, null, 2, 128, 4648, 24, null, 6, 7]"
"[2022_10_09, 162.30985132292545, -77.71550101739011, 1665273600000, 7, 201, 2, 130, 4721, 35, 101, 6, 8]"
"[2022_10_10, 162.30985132292545, -77.71550101739011, 1665360000000, null, null, null, null, null, null, null, null, null]"
"[2022_10_23, 162.30985132292545, -77.71550101739011, 1666483200000, null, 250, 0, 0, 3276, null, 150, 0, 0]"
"[2022_10_24, 162.30985132292545, -77.71550101739011, 1666569600000, 56, 201, 2, 128, 5476, 24, 101, 10, 13]"
"[2022_10_25, 162.30985132292545, -77.71550101739011, 1666656000000, 33, null, 0, 0, 3335, 23, null, 10, 14]"
"[2022_10_26, 162.30985132292545, -77.71550101739011, 1666742400000, null, 250, 2, 128, 3507, null, 150, 10, 15]"
"[2022_10_27, 162.30985132292545, -77.71550101739011, 1666828800000, 42, null, 0, 0, 4185, 36, null, 10, 15]"
"[2022_10_28, 162.30985132292545, -77.71550101739011, 1666915200000, 33, null, 2, 128, 3381, 14, null, 9, 13]"
"[2022_10_29, 162.30985132292545, -77.71550101739011, 1667001600000, 0, 250, 2, 144, 1765, null, 125, 9, 13]"
"[2022_10_30, 162.30985132292545, -77.71550101739011, 1667088000000, 40, 250, 2, 128, 3344, 20, 150, 9, 12]"
"[2022_10_31, 162.30985132292545, -77.71550101739011, 1667174400000, 24, 201, 2, 130, 4038, 7, 101, 10, 16]"
"[2022_11_01, 162.30985132292545, -77.71550101739011, 1667260800000, 54, 201, 1, 2, 5827, 11, 101, 10, 15]"
"[2022_11_02, 162.30985132292545, -77.71550101739011, 1667347200000, 39, 201, 2, 128, 3564, 17, 101, 9, 13]"
"[2022_11_03, 162.30985132292545, -77.71550101739011, 1667433600000, null, 250, 0, 0, 779, null, 150, 10, 17]"
"[2022_11_04, 162.30985132292545, -77.71550101739011, 1667520000000, 31, 201, 2, 128, 3470, 22, 101, 9, 13]"
"[2022_11_05, 162.30985132292545, -77.71550101739011, 1667606400000, null, 250, 1, 2, 2832, null, 150, 10, 14]"
"[2022_11_06, 162.30985132292545, -77.71550101739011, 1667692800000, 34, 201, 2, 128, 3079, 38, 101, 9, 15]"
"[2022_11_07, 162.30985132292545, -77.71550101739011, 1667779200000, null, 250, 0, 0, 1430, null, 150, 10, 14]"
"[2022_11_08, 162.30985132292545, -77.71550101739011, 1667865600000, null, 250, 0, 0, 2667, null, 150, 11, 18]"
"[2022_11_09, 162.30985132292545, -77.71550101739011, 1667952000000, 37, null, 0, 0, 3770, 18, null, 9, 16]"
"[2022_11_10, 162.30985132292545, -77.71550101739011, 1668038400000, 33, null, 0, 0, 3372, 28, null, 10, 14]"
"[2022_11_11, 162.30985132292545, -77.71550101739011, 1668124800000, 47, 250, 0, 0, 3803, 49, 150, 9, 16]"
"[2022_11_12, 162.30985132292545, -77.71550101739011, 1668211200000, 54, null, 0, 0, 5448, 19, null, 10, 15]"
"[2022_11_13, 162.30985132292545, -77.71550101739011, 1668297600000, 44, 201, 0, 0, 4315, 15, 101, 9, 14]"
"[2022_11_14, 162.30985132292545, -77.71550101739011, 1668384000000, 34, 201, 0, 0, 3493, 14, 101, 10, 17]"
"[2022_11_15, 162.30985132292545, -77.71550101739011, 1668470400000, 53, 201, 0, 0, 4807, 10, 101, 10, 15]"
"[2022_11_16, 162.30985132292545, -77.71550101739011, 1668556800000, 42, null, 0, 0, 4257, 26, null, 9, 16]"
"[2022_11_17, 162.30985132292545, -77.71550101739011, 1668643200000, 28, null, 0, 0, 2804, 6, null, 10, 17]"
"[2022_11_18, 162.30985132292545, -77.71550101739011, 1668729600000, 48, 201, 0, 0, 3603, 28, 101, 9, 13]"
"[2022_11_19, 162.30985132292545, -77.71550101739011, 1668816000000, 55, 201, 1, 0, 5083, 26, 101, 10, 17]"
"[2022_11_20, 162.30985132292545, -77.71550101739011, 1668902400000, null, 250, 0, 0, 3710, null, 150, 11, 20]"
"[2022_11_21, 162.30985132292545, -77.71550101739011, 1668988800000, 47, null, 0, 0, 4784, 19, null, 9, 15]"
"[2022_11_22, 162.30985132292545, -77.71550101739011, 1669075200000, 46, 250, 0, 0, 3809, 22, 150, 10, 17]"
"[2022_11_23, 162.30985132292545, -77.71550101739011, 1669161600000, null, 250, 0, 0, 3491, null, 150, 9, 14]"
"[2022_11_24, 162.30985132292545, -77.71550101739011, 1669248000000, 35, null, 0, 0, 3562, 26, null, 10, 17]"
"[2022_11_25, 162.30985132292545, -77.71550101739011, 1669334400000, null, 250, 0, 0, 856, null, 150, 9, 16]"
"[2022_11_26, 162.30985132292545, -77.71550101739011, 1669420800000, null, 250, 0, 0, 797, null, 150, 10, 15]"
"[2022_11_27, 162.30985132292545, -77.71550101739011, 1669507200000, 46, 201, 0, 2, 4195, 13, 101, 10, 16]"
"[2022_11_28, 162.30985132292545, -77.71550101739011, 1669593600000, 27, null, 0, 0, 2971, 17, 125, 9, 16]"
"[2022_11_29, 162.30985132292545, -77.71550101739011, 1669680000000, 44, null, 0, 0, 4492, 18, null, 10, 16]"
"[2022_11_30, 162.30985132292545, -77.71550101739011, 1669766400000, 50, 250, 0, 0, 4259, 37, 150, 9, 13]"
"[2022_12_01, 162.30985132292545, -77.71550101739011, 1669852800000, 53, 201, 1, 0, 4908, 23, 101, 10, 17]"
"[2022_12_02, 162.30985132292545, -77.71550101739011, 1669939200000, 20, 250, 0, 0, 3567, 4, 150, 9, 16]"
"[2022_12_03, 162.30985132292545, -77.71550101739011, 1670025600000, 38, null, 0, 0, 3856, 43, null, 9, 15]"
"[2022_12_04, 162.30985132292545, -77.71550101739011, 1670112000000, 67, 201, 0, 0, 5608, 47, 101, 10, 18]"
"[2022_12_05, 162.30985132292545, -77.71550101739011, 1670198400000, 25, null, 0, 0, 2663, 19, 125, 9, 14]"
"[2022_12_06, 162.30985132292545, -77.71550101739011, 1670284800000, 37, null, 1, 0, 3806, 16, null, 10, 18]"
"[2022_12_07, 162.30985132292545, -77.71550101739011, 1670371200000, 21, null, 0, 0, 2421, 30, 125, 9, 15]"
"[2022_12_08, 162.30985132292545, -77.71550101739011, 1670457600000, null, 250, 0, 0, 3273, null, 150, 10, 14]"
"[2022_12_09, 162.30985132292545, -77.71550101739011, 1670544000000, null, 250, 0, 0, 3799, null, 150, 11, 19]"
"[2022_12_10, 162.30985132292545, -77.71550101739011, 1670630400000, 28, null, 0, 0, 2873, 24, null, 9, 15]"
"[2022_12_11, 162.30985132292545, -77.71550101739011, 1670716800000, null, 250, 0, 0, 3323, null, 150, 10, 14]"
"[2022_12_12, 162.30985132292545, -77.71550101739011, 1670803200000, null, 250, 0, 0, 444, null, 150, 9, 16]"
"[2022_12_13, 162.30985132292545, -77.71550101739011, 1670889600000, 43, null, 0, 0, 4351, 13, null, 10, 16]"
"[2022_12_14, 162.30985132292545, -77.71550101739011, 1670976000000, null, 250, 0, 0, 2142, null, 150, 9, 15]"
"[2022_12_15, 162.30985132292545, -77.71550101739011, 1671062400000, null, 250, 0, 0, 3371, null, 150, 10, 17]"
"[2022_12_16, 162.30985132292545, -77.71550101739011, 1671148800000, 50, null, 0, 0, 5066, 25, null, 10, 14]"
"[2022_12_17, 162.30985132292545, -77.71550101739011, 1671235200000, null, 250, 0, 0, 1154, null, 150, 9, 17]"
"[2022_12_18, 162.30985132292545, -77.71550101739011, 1671321600000, null, 250, 0, 0, 3063, null, 150, 10, 18]"
"[2022_12_19, 162.30985132292545, -77.71550101739011, 1671408000000, null, 250, 0, 0, 698, null, 150, 9, 13]"
"[2022_12_20, 162.30985132292545, -77.71550101739011, 1671494400000, null, 250, 0, 0, 336, null, 150, 10, 17]"
"[2022_12_21, 162.30985132292545, -77.71550101739011, 1671580800000, 29, 250, 1, 0, 3582, 17, 150, 10, 19]"
"[2022_12_22, 162.30985132292545, -77.71550101739011, 1671667200000, null, 250, 0, 0, 643, null, 150, 9, 15]"
"[2022_12_23, 162.30985132292545, -77.71550101739011, 1671753600000, null, 250, 0, 0, 1372, null, 150, 10, 17]"
"[2022_12_24, 162.30985132292545, -77.71550101739011, 1671840000000, 25, null, 0, 0, 2690, 35, 125, 9, 16]"
"[2022_12_25, 162.30985132292545, -77.71550101739011, 1671926400000, 50, null, 0, 0, 4969, 29, null, 10, 17]"
"[2022_12_26, 162.30985132292545, -77.71550101739011, 1672012800000, 18, null, 0, 0, 2131, 43, 125, 9, 16]"
"[2022_12_27, 162.30985132292545, -77.71550101739011, 1672099200000, null, 250, 0, 0, 974, null, 150, 10, 18]"
"[2022_12_28, 162.30985132292545, -77.71550101739011, 1672185600000, null, 250, 0, 0, 1196, null, 150, 10, 16]"
"[2022_12_29, 162.30985132292545, -77.71550101739011, 1672272000000, 40, 250, 0, 0, 3560, 20, 150, 9, 16]"
"[2022_12_30, 162.30985132292545, -77.71550101739011, 1672358400000, null, 250, 0, 0, 2960, null, 150, 10, 16]"
"[2022_12_31, 162.30985132292545, -77.71550101739011, 1672444800000, 34, null, 0, 0, 3445, 26, null, 9, 14]"
"[2023_01_01, 162.30985132292545, -77.71550101739011, 1672531200000, 23, 250, 1, 0, 3895, 21, 150, 10, 18]"
"[2023_01_02, 162.30985132292545, -77.71550101739011, 1672617600000, 58, 201, 0, 0, 5390, 24, 101, 10, 16]"
"[2023_01_03, 162.30985132292545, -77.71550101739011, 1672704000000, 44, null, 0, 0, 4455, 27, null, 10, 14]"
"[2023_01_04, 162.30985132292545, -77.71550101739011, 1672790400000, 44, null, 0, 0, 4443, 24, null, 10, 19]"
"[2023_01_05, 162.30985132292545, -77.71550101739011, 1672876800000, 23, null, 0, 0, 2657, 21, 125, 9, 15]"
"[2023_01_06, 162.30985132292545, -77.71550101739011, 1672963200000, 31, 250, 0, 0, 3691, 23, 150, 10, 15]"
"[2023_01_07, 162.30985132292545, -77.71550101739011, 1673049600000, null, 250, 0, 0, 820, null, 150, 9, 15]"
"[2023_01_08, 162.30985132292545, -77.71550101739011, 1673136000000, 49, 201, 0, 0, 4427, 31, 101, 10, 16]"
"[2023_01_09, 162.30985132292545, -77.71550101739011, 1673222400000, 46, null, 0, 0, 4676, 25, null, 11, 17]"
"[2023_01_10, 162.30985132292545, -77.71550101739011, 1673308800000, 29, null, 0, 0, 3158, 16, 125, 9, 16]"
