dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Class, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, Snow_Albedo_Daily_Tile_Class, orbit_pnt, granule_pnt]"
"[2022_10_07, 162.30086817008424, -77.7199925938107, 1665100800000, 32, null, 2, 128, 3161, 58, null, 6, 8]"
"[2022_10_08, 162.30086817008424, -77.7199925938107, 1665187200000, 42, null, 2, 128, 4245, 44, null, 6, 7]"
"[2022_10_09, 162.30086817008424, -77.7199925938107, 1665273600000, 12, null, 2, 128, 1420, 45, 125, 6, 8]"
"[2022_10_10, 162.30086817008424, -77.7199925938107, 1665360000000, null, null, null, null, null, null, null, null, null]"
"[2022_10_23, 162.30086817008424, -77.7199925938107, 1666483200000, null, 250, 0, 0, 3344, null, 150, 0, 0]"
"[2022_10_24, 162.30086817008424, -77.7199925938107, 1666569600000, 47, null, 2, 128, 4736, 27, null, 10, 13]"
"[2022_10_25, 162.30086817008424, -77.7199925938107, 1666656000000, 32, null, 2, 128, 3365, 33, 125, 9, 12]"
"[2022_10_26, 162.30086817008424, -77.7199925938107, 1666742400000, null, 250, 2, 128, 3626, null, 150, 10, 15]"
"[2022_10_27, 162.30086817008424, -77.7199925938107, 1666828800000, 40, null, 0, 0, 4101, 41, null, 10, 15]"
"[2022_10_28, 162.30086817008424, -77.7199925938107, 1666915200000, 27, null, 2, 128, 2740, 29, null, 9, 13]"
"[2022_10_29, 162.30086817008424, -77.7199925938107, 1667001600000, null, 250, 2, 128, 2063, null, 150, 9, 13]"
"[2022_10_30, 162.30086817008424, -77.7199925938107, 1667088000000, null, 250, 2, 128, 3046, null, 150, 9, 12]"
"[2022_10_31, 162.30086817008424, -77.7199925938107, 1667174400000, 42, null, 2, 128, 4211, 20, null, 10, 16]"
"[2022_11_01, 162.30086817008424, -77.7199925938107, 1667260800000, 44, null, 0, 0, 4566, 20, 125, 10, 15]"
"[2022_11_02, 162.30086817008424, -77.7199925938107, 1667347200000, 23, 250, 2, 128, 3154, 28, 125, 9, 13]"
"[2022_11_03, 162.30086817008424, -77.7199925938107, 1667433600000, null, 250, 0, 0, 1026, null, 150, 10, 17]"
"[2022_11_04, 162.30086817008424, -77.7199925938107, 1667520000000, 36, null, 2, 128, 3695, 27, null, 9, 13]"
"[2022_11_05, 162.30086817008424, -77.7199925938107, 1667606400000, 41, 201, 1, 2, 4732, 7, 101, 10, 14]"
"[2022_11_06, 162.30086817008424, -77.7199925938107, 1667692800000, 30, null, 2, 132, 3278, 14, 125, 9, 15]"
"[2022_11_07, 162.30086817008424, -77.7199925938107, 1667779200000, null, 250, 0, 0, 2713, null, 150, 10, 14]"
"[2022_11_08, 162.30086817008424, -77.7199925938107, 1667865600000, null, 250, 0, 0, 2019, null, 150, 11, 18]"
"[2022_11_09, 162.30086817008424, -77.7199925938107, 1667952000000, 40, 250, 0, 0, 2576, 30, 150, 9, 16]"
"[2022_11_10, 162.30086817008424, -77.7199925938107, 1668038400000, 49, 250, 0, 0, 4583, 36, 150, 10, 14]"
"[2022_11_11, 162.30086817008424, -77.7199925938107, 1668124800000, 37, 250, 0, 0, 3838, 40, 150, 9, 16]"
"[2022_11_12, 162.30086817008424, -77.7199925938107, 1668211200000, 37, null, 0, 0, 3746, 10, null, 10, 15]"
"[2022_11_13, 162.30086817008424, -77.7199925938107, 1668297600000, 26, 250, 0, 0, 3348, 20, 150, 9, 14]"
"[2022_11_14, 162.30086817008424, -77.7199925938107, 1668384000000, 55, 250, 0, 0, 4459, 26, 150, 10, 17]"
"[2022_11_15, 162.30086817008424, -77.7199925938107, 1668470400000, 59, 250, 0, 0, 4826, 14, 150, 10, 15]"
"[2022_11_16, 162.30086817008424, -77.7199925938107, 1668556800000, 34, null, 0, 0, 3415, 25, null, 9, 16]"
"[2022_11_17, 162.30086817008424, -77.7199925938107, 1668643200000, 35, null, 0, 0, 3563, 19, null, 10, 17]"
"[2022_11_18, 162.30086817008424, -77.7199925938107, 1668729600000, 31, null, 0, 0, 3143, 27, null, 9, 13]"
"[2022_11_19, 162.30086817008424, -77.7199925938107, 1668816000000, 40, null, 0, 0, 4080, 19, 125, 10, 17]"
"[2022_11_20, 162.30086817008424, -77.7199925938107, 1668902400000, null, 250, 0, 0, 4042, null, 150, 11, 20]"
"[2022_11_21, 162.30086817008424, -77.7199925938107, 1668988800000, 40, null, 0, 0, 4049, 22, null, 9, 15]"
"[2022_11_22, 162.30086817008424, -77.7199925938107, 1669075200000, null, 250, 0, 0, 4047, null, 150, 10, 17]"
"[2022_11_23, 162.30086817008424, -77.7199925938107, 1669161600000, null, 250, 0, 0, 3418, null, 150, 9, 14]"
"[2022_11_24, 162.30086817008424, -77.7199925938107, 1669248000000, 42, 250, 0, 0, 2904, 29, 150, 10, 17]"
"[2022_11_25, 162.30086817008424, -77.7199925938107, 1669334400000, null, 250, 0, 0, 656, null, 150, 9, 16]"
"[2022_11_26, 162.30086817008424, -77.7199925938107, 1669420800000, null, 250, 0, 0, 984, null, 150, 10, 15]"
"[2022_11_27, 162.30086817008424, -77.7199925938107, 1669507200000, 66, 250, 0, 0, 4958, 20, 150, 10, 16]"
"[2022_11_28, 162.30086817008424, -77.7199925938107, 1669593600000, 23, null, 0, 0, 2377, 19, 125, 9, 16]"
"[2022_11_29, 162.30086817008424, -77.7199925938107, 1669680000000, 49, null, 0, 0, 4914, 31, 125, 10, 16]"
"[2022_11_30, 162.30086817008424, -77.7199925938107, 1669766400000, null, 250, 0, 0, 4339, null, 150, 9, 13]"
"[2022_12_01, 162.30086817008424, -77.7199925938107, 1669852800000, 54, null, 0, 0, 5475, 36, null, 10, 17]"
"[2022_12_02, 162.30086817008424, -77.7199925938107, 1669939200000, 30, 250, 0, 0, 3854, 27, 150, 9, 16]"
"[2022_12_03, 162.30086817008424, -77.7199925938107, 1670025600000, 39, null, 0, 0, 3946, 45, null, 9, 15]"
"[2022_12_04, 162.30086817008424, -77.7199925938107, 1670112000000, 45, null, 0, 0, 4557, 34, 125, 10, 18]"
"[2022_12_05, 162.30086817008424, -77.7199925938107, 1670198400000, 20, null, 0, 0, 2047, 23, 125, 9, 14]"
"[2022_12_06, 162.30086817008424, -77.7199925938107, 1670284800000, 51, null, 0, 0, 5086, 33, null, 10, 18]"
"[2022_12_07, 162.30086817008424, -77.7199925938107, 1670371200000, 40, null, 0, 0, 4015, 31, null, 9, 15]"
"[2022_12_08, 162.30086817008424, -77.7199925938107, 1670457600000, null, 250, 0, 0, 3828, null, 150, 10, 14]"
"[2022_12_09, 162.30086817008424, -77.7199925938107, 1670544000000, null, 250, 0, 0, 3735, null, 150, 11, 19]"
"[2022_12_10, 162.30086817008424, -77.7199925938107, 1670630400000, 32, null, 0, 0, 3348, 32, 125, 9, 15]"
"[2022_12_11, 162.30086817008424, -77.7199925938107, 1670716800000, null, 250, 0, 0, 4767, null, 150, 10, 14]"
"[2022_12_12, 162.30086817008424, -77.7199925938107, 1670803200000, null, 250, 0, 0, 442, null, 150, 9, 16]"
"[2022_12_13, 162.30086817008424, -77.7199925938107, 1670889600000, 53, 250, 0, 0, 5162, 27, 150, 10, 16]"
"[2022_12_14, 162.30086817008424, -77.7199925938107, 1670976000000, null, 250, 0, 0, 2078, null, 150, 9, 15]"
"[2022_12_15, 162.30086817008424, -77.7199925938107, 1671062400000, null, 250, 0, 0, 3791, null, 150, 10, 17]"
"[2022_12_16, 162.30086817008424, -77.7199925938107, 1671148800000, 51, null, 0, 0, 5152, 39, 125, 10, 14]"
"[2022_12_17, 162.30086817008424, -77.7199925938107, 1671235200000, null, 250, 0, 0, 942, null, 150, 9, 17]"
"[2022_12_18, 162.30086817008424, -77.7199925938107, 1671321600000, 78, 250, 0, 0, 5469, 52, 150, 10, 18]"
"[2022_12_19, 162.30086817008424, -77.7199925938107, 1671408000000, null, 250, 0, 0, 1076, null, 150, 9, 13]"
"[2022_12_20, 162.30086817008424, -77.7199925938107, 1671494400000, null, 250, 0, 0, 350, null, 150, 10, 17]"
"[2022_12_21, 162.30086817008424, -77.7199925938107, 1671580800000, 61, 250, 1, 0, 3458, 22, 150, 10, 19]"
"[2022_12_22, 162.30086817008424, -77.7199925938107, 1671667200000, null, 250, 0, 0, 643, null, 150, 9, 15]"
"[2022_12_23, 162.30086817008424, -77.7199925938107, 1671753600000, null, 250, 0, 0, 1248, null, 150, 10, 17]"
"[2022_12_24, 162.30086817008424, -77.7199925938107, 1671840000000, 40, null, 0, 0, 4091, 38, null, 9, 16]"
"[2022_12_25, 162.30086817008424, -77.7199925938107, 1671926400000, 50, null, 0, 0, 5057, 35, null, 10, 17]"
"[2022_12_26, 162.30086817008424, -77.7199925938107, 1672012800000, 39, null, 0, 0, 3970, 33, null, 9, 16]"
"[2022_12_27, 162.30086817008424, -77.7199925938107, 1672099200000, null, 250, 0, 0, 1177, null, 150, 10, 18]"
"[2022_12_28, 162.30086817008424, -77.7199925938107, 1672185600000, null, 250, 0, 0, 1117, null, 150, 10, 16]"
"[2022_12_29, 162.30086817008424, -77.7199925938107, 1672272000000, 45, 250, 0, 0, 4617, 18, 150, 9, 16]"
"[2022_12_30, 162.30086817008424, -77.7199925938107, 1672358400000, 40, 250, 0, 0, 3134, 39, 150, 10, 16]"
"[2022_12_31, 162.30086817008424, -77.7199925938107, 1672444800000, 38, null, 0, 0, 3859, 29, null, 9, 14]"
"[2023_01_01, 162.30086817008424, -77.7199925938107, 1672531200000, 46, null, 0, 0, 4618, 35, null, 10, 18]"
"[2023_01_02, 162.30086817008424, -77.7199925938107, 1672617600000, 43, 250, 0, 0, 3024, 31, 150, 9, 14]"
"[2023_01_03, 162.30086817008424, -77.7199925938107, 1672704000000, 43, null, 0, 0, 4265, 36, null, 10, 14]"
"[2023_01_04, 162.30086817008424, -77.7199925938107, 1672790400000, 47, null, 1, 0, 4690, 33, null, 10, 19]"
"[2023_01_05, 162.30086817008424, -77.7199925938107, 1672876800000, 52, null, 0, 0, 5420, 43, 125, 9, 15]"
"[2023_01_06, 162.30086817008424, -77.7199925938107, 1672963200000, 38, null, 1, 0, 3999, 36, 125, 10, 15]"
"[2023_01_07, 162.30086817008424, -77.7199925938107, 1673049600000, null, 250, 0, 0, 756, null, 150, 9, 15]"
"[2023_01_08, 162.30086817008424, -77.7199925938107, 1673136000000, 51, null, 0, 0, 5111, 33, null, 10, 16]"
"[2023_01_09, 162.30086817008424, -77.7199925938107, 1673222400000, 47, 250, 1, 0, 4225, 31, 150, 11, 17]"
"[2023_01_10, 162.30086817008424, -77.7199925938107, 1673308800000, 40, null, 0, 0, 4366, 46, 125, 9, 16]"
"[2023_01_11, 162.30086817008424, -77.7199925938107, 1673395200000, 52, null, 0, 0, 5235, 36, null, 10, 15]"
"[2023_01_12, 162.30086817008424, -77.7199925938107, 1673481600000, 45, null, 0, 0, 4529, 35, null, 9, 16]"
"[2023_01_13, 162.30086817008424, -77.7199925938107, 1673568000000, 34, null, 1, 0, 3644, 37, 125, 10, 18]"
"[2023_01_14, 162.30086817008424, -77.7199925938107, 1673654400000, 49, null, 1, 0, 4918, 34, null, 10, 15]"
"[2023_01_15, 162.30086817008424, -77.7199925938107, 1673740800000, 36, null, 0, 0, 3863, 42, 125, 10, 18]"
"[2023_01_16, 162.30086817008424, -77.7199925938107, 1673827200000, null, 250, 0, 0, 626, null, 150, 10, 18]"
"[2023_01_17, 162.30086817008424, -77.7199925938107, 1673913600000, null, 250, 0, 0, 681, null, 150, 9, 14]"
"[2023_01_18, 162.30086817008424, -77.7199925938107, 1674000000000, null, 250, 0, 0, 1886, null, 150, 10, 17]"
"[2023_01_19, 162.30086817008424, -77.7199925938107, 1674086400000, null, 250, 0, 0, 1155, null, 150, 9, 16]"
"[2023_01_20, 162.30086817008424, -77.7199925938107, 1674172800000, 39, null, 0, 0, 3972, 31, null, 10, 16]"
"[2023_01_21, 162.30086817008424, -77.7199925938107, 1674259200000, null, 250, 0, 0, 1453, null, 150, 10, 16]"
"[2023_01_22, 162.30086817008424, -77.7199925938107, 1674345600000, 48, null, 0, 0, 5053, 41, 125, 9, 16]"
"[2023_01_23, 162.30086817008424, -77.7199925938107, 1674432000000, 29, null, 0, 0, 3181, 35, 125, 10, 16]"
"[2023_01_24, 162.30086817008424, -77.7199925938107, 1674518400000, 37, null, 0, 0, 3694, 34, null, 9, 13]"
"[2023_01_25, 162.30086817008424, -77.7199925938107, 1674604800000, null, 250, 0, 0, 1651, null, 150, 10, 18]"
"[2023_01_26, 162.30086817008424, -77.7199925938107, 1674691200000, null, 250, 0, 0, 4349, null, 150, 9, 14]"
"[2023_01_27, 162.30086817008424, -77.7199925938107, 1674777600000, null, 250, 0, 0, 3894, null, 150, 10, 14]"
"[2023_01_28, 162.30086817008424, -77.7199925938107, 1674864000000, 49, null, 0, 0, 5069, 36, 125, 10, 17]"
"[2023_01_29, 162.30086817008424, -77.7199925938107, 1674950400000, null, 250, 0, 0, 261, null, 150, 9, 14]"
"[2023_01_30, 162.30086817008424, -77.7199925938107, 1675036800000, null, 250, 0, 0, 1261, null, 150, 10, 14]"
"[2023_01_31, 162.30086817008424, -77.7199925938107, 1675123200000, null, 250, 2, 128, 642, null, 150, 9, 15]"
"[2023_02_01, 162.30086817008424, -77.7199925938107, 1675209600000, null, 250, 0, 0, 221, null, 150, 10, 15]"
"[2023_02_02, 162.30086817008424, -77.7199925938107, 1675296000000, 59, 201, 1, 0, 5513, 23, 101, 10, 16]"
"[2023_02_03, 162.30086817008424, -77.7199925938107, 1675382400000, 21, null, 2, 128, 2481, 34, 125, 10, 16]"
"[2023_02_04, 162.30086817008424, -77.7199925938107, 1675468800000, 66, 250, 0, 0, 4404, 39, 150, 10, 15]"
"[2023_02_05, 162.30086817008424, -77.7199925938107, 1675555200000, 27, null, 2, 128, 2699, 33, 125, 9, 14]"
"[2023_02_06, 162.30086817008424, -77.7199925938107, 1675641600000, 48, null, 2, 128, 4776, 28, null, 10, 16]"
"[2023_02_07, 162.30086817008424, -77.7199925938107, 1675728000000, 16, null, 2, 132, 2077, 32, 125, 9, 14]"
"[2023_02_08, 162.30086817008424, -77.7199925938107, 1675814400000, 38, null, 2, 128, 3859, 30, null, 10, 15]"
"[2023_02_09, 162.30086817008424, -77.7199925938107, 1675900800000, 43, 250, 0, 0, 3908, 37, 125, 10, 16]"
"[2023_02_10, 162.30086817008424, -77.7199925938107, 1675987200000, null, 250, 2, 128, 239, null, 150, 9, 14]"
"[2023_02_11, 162.30086817008424, -77.7199925938107, 1676073600000, 44, null, 2, 128, 4439, 29, null, 10, 15]"
"[2023_02_12, 162.30086817008424, -77.7199925938107, 1676160000000, 39, 250, 2, 128, 3703, 31, 150, 9, 14]"
"[2023_02_13, 162.30086817008424, -77.7199925938107, 1676246400000, 27, null, 2, 128, 2815, 32, 125, 10, 16]"
"[2023_02_14, 162.30086817008424, -77.7199925938107, 1676332800000, 21, null, 2, 128, 2303, 33, 125, 9, 13]"
"[2023_02_15, 162.30086817008424, -77.7199925938107, 1676419200000, 44, null, 2, 128, 4467, 18, null, 10, 14]"
"[2023_02_16, 162.30086817008424, -77.7199925938107, 1676505600000, 43, null, 2, 128, 4336, 31, null, 10, 15]"
"[2023_02_17, 162.30086817008424, -77.7199925938107, 1676592000000, 16, null, 2, 128, 1937, 37, 125, 8, 12]"
"[2022_02_15, 162.30985132292545, -77.71550101739011, 1644883200000, 55, 201, 2, 130, 4955, 17, 101, 11, 15]"
"[2022_02_16, 162.30985132292545, -77.71550101739011, 1644969600000, null, 250, 2, 128, 1041, null, 150, 9, 13]"
"[2022_02_17, 162.30985132292545, -77.71550101739011, 1645056000000, null, 250, 2, 128, 412, null, 150, 10, 14]"
"[2022_02_18, 162.30985132292545, -77.71550101739011, 1645142400000, 29, 201, 2, 128, 3387, 29, 101, 8, 12]"
"[2022_02_19, 162.30985132292545, -77.71550101739011, 1645228800000, 50, 201, 2, 130, 5230, 30, 101, 8, 12]"
"[2022_02_20, 162.30985132292545, -77.71550101739011, 1645315200000, 32, null, 2, 128, 3369, 34, 125, 7, 10]"
"[2022_02_21, 162.30985132292545, -77.71550101739011, 1645401600000, null, 201, 2, 130, 6029, null, 101, 7, 10]"
"[2022_02_22, 162.30985132292545, -77.71550101739011, 1645488000000, null, 250, 2, 128, 252, null, 150, 8, 12]"
"[2022_02_23, 162.30985132292545, -77.71550101739011, 1645574400000, 32, null, 2, 128, 3268, 32, null, 7, 11]"
"[2022_02_24, 162.30985132292545, -77.71550101739011, 1645660800000, 40, 201, 2, 130, 3761, 31, 101, 8, 13]"
"[2022_02_25, 162.30985132292545, -77.71550101739011, 1645747200000, 48, 201, 2, 128, 4945, 30, 101, 7, 9]"
"[2022_02_26, 162.30985132292545, -77.71550101739011, 1645833600000, null, 250, 2, 128, 961, null, 150, 7, 10]"
"[2022_02_27, 162.30985132292545, -77.71550101739011, 1645920000000, 36, 201, 2, 128, 3701, 34, 101, 6, 8]"
"[2022_02_28, 162.30985132292545, -77.71550101739011, 1646006400000, 37, 201, 2, 130, 3603, 26, 101, 7, 8]"
"[2022_03_01, 162.30985132292545, -77.71550101739011, 1646092800000, null, 250, 2, 128, 1078, null, 150, 6, 8]"
"[2022_03_02, 162.30985132292545, -77.71550101739011, 1646179200000, 35, 201, 2, 130, 4689, 27, 101, 6, 8]"
"[2022_03_03, 162.30985132292545, -77.71550101739011, 1646265600000, 27, null, 2, 128, 2751, 35, null, 8, 10]"
"[2022_03_04, 162.30985132292545, -77.71550101739011, 1646352000000, 16, null, 2, 144, 1604, 81, null, 6, 8]"
"[2022_03_05, 162.30985132292545, -77.71550101739011, 1646438400000, null, 250, 2, 128, 1456, null, 150, 7, 10]"
"[2022_03_06, 162.30985132292545, -77.71550101739011, 1646524800000, 23, null, 2, 128, 2345, 88, null, 6, 8]"
"[2022_03_07, 162.30985132292545, -77.71550101739011, 1646611200000, 20, null, 2, 128, 2060, 73, null, 6, 8]"
"[2022_03_08, 162.30985132292545, -77.71550101739011, 1646697600000, 37, null, 2, 128, 3755, 24, null, 5, 7]"
"[2022_03_09, 162.30985132292545, -77.71550101739011, 1646784000000, 41, 201, 2, 130, 6505, 29, 101, 6, 9]"
"[2022_03_10, 162.30985132292545, -77.71550101739011, 1646870400000, null, 201, 2, 130, 7589, null, 101, 5, 7]"
"[2022_03_11, 162.30985132292545, -77.71550101739011, 1646956800000, null, 250, 2, 128, 1876, null, 150, 5, 7]"
"[2022_03_12, 162.30985132292545, -77.71550101739011, 1647043200000, null, 201, 2, 130, 5983, null, 101, 7, 9]"
"[2022_03_13, 162.30985132292545, -77.71550101739011, 1647129600000, 75, 201, 2, 130, 7712, 25, 101, 5, 7]"
"[2022_03_14, 162.30985132292545, -77.71550101739011, 1647216000000, null, 201, 2, 130, 8269, null, 101, 5, 7]"
"[2022_03_15, 162.30985132292545, -77.71550101739011, 1647302400000, 33, 250, 2, 128, -526, 100, 150, 5, 7]"
"[2022_03_16, 162.30985132292545, -77.71550101739011, 1647388800000, 39, null, 2, 128, 3931, 43, null, 5, 7]"
"[2022_03_17, 162.30985132292545, -77.71550101739011, 1647475200000, 37, null, 2, 128, 3702, 36, null, 5, 6]"
"[2022_03_18, 162.30985132292545, -77.71550101739011, 1647561600000, 49, 201, 2, 130, 7470, 31, 101, 5, 7]"
"[2022_03_19, 162.30985132292545, -77.71550101739011, 1647648000000, 45, null, 2, 128, 4523, 52, null, 6, 8]"
"[2022_03_20, 162.30985132292545, -77.71550101739011, 1647734400000, null, 201, 2, 130, 8037, null, 101, 5, 6]"
"[2022_03_21, 162.30985132292545, -77.71550101739011, 1647820800000, null, 201, 2, 130, 8066, null, 101, 5, 6]"
"[2022_03_22, 162.30985132292545, -77.71550101739011, 1647907200000, 77, 201, 2, 130, 8188, 27, 101, 5, 7]"
