dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, orbit_pnt, granule_pnt, NDSI_Snow_Cover_Class, Snow_Albedo_Daily_Tile_Class]"
"[2000_04_18, 162.30086817008424, -77.7199925938107, 956016000000, null, null, null, null, null, null, null, null, null]"
"[2000_04_19, 162.30086817008424, -77.7199925938107, 956102400000, null, null, null, null, null, null, null, null, null]"
"[2000_04_20, 162.30086817008424, -77.7199925938107, 956188800000, null, null, null, null, null, null, null, null, null]"
"[2000_04_21, 162.30086817008424, -77.7199925938107, 956275200000, null, null, null, null, null, null, null, null, null]"
"[2000_04_22, 162.30086817008424, -77.7199925938107, 956361600000, null, null, null, null, null, null, null, null, null]"
"[2000_04_23, 162.30086817008424, -77.7199925938107, 956448000000, null, null, null, null, null, null, null, null, null]"
"[2000_04_24, 162.30086817008424, -77.7199925938107, 956534400000, null, null, null, null, null, null, null, null, null]"
"[2000_04_25, 162.30086817008424, -77.7199925938107, 956620800000, null, null, null, null, null, null, null, null, null]"
"[2000_04_26, 162.30086817008424, -77.7199925938107, 956707200000, null, null, null, null, null, null, null, null, null]"
"[2000_04_27, 162.30086817008424, -77.7199925938107, 956793600000, null, null, null, null, null, null, null, null, null]"
"[2000_04_28, 162.30086817008424, -77.7199925938107, 956880000000, null, null, null, null, null, null, null, null, null]"
"[2000_04_29, 162.30086817008424, -77.7199925938107, 956966400000, null, null, null, null, null, null, null, null, null]"
"[2000_04_30, 162.30086817008424, -77.7199925938107, 957052800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_01, 162.30086817008424, -77.7199925938107, 957139200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_02, 162.30086817008424, -77.7199925938107, 957225600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_03, 162.30086817008424, -77.7199925938107, 957312000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_04, 162.30086817008424, -77.7199925938107, 957398400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_05, 162.30086817008424, -77.7199925938107, 957484800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_06, 162.30086817008424, -77.7199925938107, 957571200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_07, 162.30086817008424, -77.7199925938107, 957657600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_08, 162.30086817008424, -77.7199925938107, 957744000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_09, 162.30086817008424, -77.7199925938107, 957830400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_10, 162.30086817008424, -77.7199925938107, 957916800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_11, 162.30086817008424, -77.7199925938107, 958003200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_12, 162.30086817008424, -77.7199925938107, 958089600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_13, 162.30086817008424, -77.7199925938107, 958176000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_14, 162.30086817008424, -77.7199925938107, 958262400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_15, 162.30086817008424, -77.7199925938107, 958348800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_16, 162.30086817008424, -77.7199925938107, 958435200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_17, 162.30086817008424, -77.7199925938107, 958521600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_18, 162.30086817008424, -77.7199925938107, 958608000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_19, 162.30086817008424, -77.7199925938107, 958694400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_20, 162.30086817008424, -77.7199925938107, 958780800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_21, 162.30086817008424, -77.7199925938107, 958867200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_22, 162.30086817008424, -77.7199925938107, 958953600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_23, 162.30086817008424, -77.7199925938107, 959040000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_24, 162.30086817008424, -77.7199925938107, 959126400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_25, 162.30086817008424, -77.7199925938107, 959212800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_26, 162.30086817008424, -77.7199925938107, 959299200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_27, 162.30086817008424, -77.7199925938107, 959385600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_28, 162.30086817008424, -77.7199925938107, 959472000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_29, 162.30086817008424, -77.7199925938107, 959558400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_30, 162.30086817008424, -77.7199925938107, 959644800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_31, 162.30086817008424, -77.7199925938107, 959731200000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_06_01, 162.30086817008424, -77.7199925938107, 959817600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_02, 162.30086817008424, -77.7199925938107, 959904000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_03, 162.30086817008424, -77.7199925938107, 959990400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_04, 162.30086817008424, -77.7199925938107, 960076800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_05, 162.30086817008424, -77.7199925938107, 960163200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_06, 162.30086817008424, -77.7199925938107, 960249600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_07, 162.30086817008424, -77.7199925938107, 960336000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_08, 162.30086817008424, -77.7199925938107, 960422400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_09, 162.30086817008424, -77.7199925938107, 960508800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_10, 162.30086817008424, -77.7199925938107, 960595200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_11, 162.30086817008424, -77.7199925938107, 960681600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_12, 162.30086817008424, -77.7199925938107, 960768000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_13, 162.30086817008424, -77.7199925938107, 960854400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_14, 162.30086817008424, -77.7199925938107, 960940800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_15, 162.30086817008424, -77.7199925938107, 961027200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_16, 162.30086817008424, -77.7199925938107, 961113600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_17, 162.30086817008424, -77.7199925938107, 961200000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_18, 162.30086817008424, -77.7199925938107, 961286400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_19, 162.30086817008424, -77.7199925938107, 961372800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_20, 162.30086817008424, -77.7199925938107, 961459200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_21, 162.30086817008424, -77.7199925938107, 961545600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_22, 162.30086817008424, -77.7199925938107, 961632000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_23, 162.30086817008424, -77.7199925938107, 961718400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_24, 162.30086817008424, -77.7199925938107, 961804800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_25, 162.30086817008424, -77.7199925938107, 961891200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_26, 162.30086817008424, -77.7199925938107, 961977600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_27, 162.30086817008424, -77.7199925938107, 962064000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_28, 162.30086817008424, -77.7199925938107, 962150400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_29, 162.30086817008424, -77.7199925938107, 962236800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_30, 162.30086817008424, -77.7199925938107, 962323200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_01, 162.30086817008424, -77.7199925938107, 962409600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_02, 162.30086817008424, -77.7199925938107, 962496000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_03, 162.30086817008424, -77.7199925938107, 962582400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_04, 162.30086817008424, -77.7199925938107, 962668800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_05, 162.30086817008424, -77.7199925938107, 962755200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_06, 162.30086817008424, -77.7199925938107, 962841600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_07, 162.30086817008424, -77.7199925938107, 962928000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_08, 162.30086817008424, -77.7199925938107, 963014400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_09, 162.30086817008424, -77.7199925938107, 963100800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_10, 162.30086817008424, -77.7199925938107, 963187200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_11, 162.30086817008424, -77.7199925938107, 963273600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_12, 162.30086817008424, -77.7199925938107, 963360000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_13, 162.30086817008424, -77.7199925938107, 963446400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_14, 162.30086817008424, -77.7199925938107, 963532800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_15, 162.30086817008424, -77.7199925938107, 963619200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_16, 162.30086817008424, -77.7199925938107, 963705600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_17, 162.30086817008424, -77.7199925938107, 963792000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_18, 162.30086817008424, -77.7199925938107, 963878400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_19, 162.30086817008424, -77.7199925938107, 963964800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_20, 162.30086817008424, -77.7199925938107, 964051200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_21, 162.30086817008424, -77.7199925938107, 964137600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_22, 162.30086817008424, -77.7199925938107, 964224000000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_07_23, 162.30086817008424, -77.7199925938107, 964310400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_24, 162.30086817008424, -77.7199925938107, 964396800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_25, 162.30086817008424, -77.7199925938107, 964483200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_26, 162.30086817008424, -77.7199925938107, 964569600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_27, 162.30086817008424, -77.7199925938107, 964656000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_28, 162.30086817008424, -77.7199925938107, 964742400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_29, 162.30086817008424, -77.7199925938107, 964828800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_30, 162.30086817008424, -77.7199925938107, 964915200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_31, 162.30086817008424, -77.7199925938107, 965001600000, null, null, null, null, null, null, null, null, null]"
"[2000_08_01, 162.30086817008424, -77.7199925938107, 965088000000, null, null, null, null, null, null, null, null, null]"
"[2000_08_02, 162.30086817008424, -77.7199925938107, 965174400000, null, null, null, null, null, null, null, null, null]"
"[2000_08_03, 162.30086817008424, -77.7199925938107, 965260800000, null, null, null, null, null, null, null, null, null]"
"[2000_08_04, 162.30086817008424, -77.7199925938107, 965347200000, null, null, null, null, null, null, null, null, null]"
"[2000_08_05, 162.30086817008424, -77.7199925938107, 965433600000, null, null, null, null, null, null, null, null, null]"
"[2000_08_18, 162.30086817008424, -77.7199925938107, 966556800000, null, null, null, null, null, null, null, null, null]"
"[2000_08_19, 162.30086817008424, -77.7199925938107, 966643200000, null, null, null, null, null, null, null, null, null]"
"[2000_08_20, 162.30086817008424, -77.7199925938107, 966729600000, null, null, null, null, null, null, null, null, null]"
"[2000_08_21, 162.30086817008424, -77.7199925938107, 966816000000, null, null, null, null, null, null, null, null, null]"
"[2000_08_22, 162.30086817008424, -77.7199925938107, 966902400000, null, null, null, null, null, null, null, null, null]"
"[2000_08_23, 162.30086817008424, -77.7199925938107, 966988800000, null, null, null, null, null, null, null, null, null]"
"[2000_08_24, 162.30086817008424, -77.7199925938107, 967075200000, null, null, null, null, null, null, null, null, null]"
"[2000_08_25, 162.30086817008424, -77.7199925938107, 967161600000, null, null, null, null, null, null, null, null, null]"
"[2000_08_26, 162.30086817008424, -77.7199925938107, 967248000000, null, null, null, null, null, null, null, null, null]"
"[2000_08_27, 162.30086817008424, -77.7199925938107, 967334400000, null, null, null, null, null, null, null, null, null]"
"[2000_08_28, 162.30086817008424, -77.7199925938107, 967420800000, null, null, null, null, null, null, null, null, null]"
"[2000_08_29, 162.30086817008424, -77.7199925938107, 967507200000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_08_30, 162.30086817008424, -77.7199925938107, 967593600000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_08_31, 162.30086817008424, -77.7199925938107, 967680000000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_09_01, 162.30086817008424, -77.7199925938107, 967766400000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_09_02, 162.30086817008424, -77.7199925938107, 967852800000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_09_03, 162.30086817008424, -77.7199925938107, 967939200000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_09_04, 162.30086817008424, -77.7199925938107, 968025600000, null, 211, 211, null, null, 3, 4, 211, 111]"
"[2000_09_05, 162.30086817008424, -77.7199925938107, 968112000000, 64, 2, 128, 6377, null, 5, 7, null, 251]"
"[2000_09_06, 162.30086817008424, -77.7199925938107, 968198400000, null, 211, 211, null, null, 3, 4, 211, 111]"
"[2000_09_07, 162.30086817008424, -77.7199925938107, 968284800000, null, 2, 128, 1233, null, 6, 7, 250, 150]"
"[2000_09_08, 162.30086817008424, -77.7199925938107, 968371200000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_09_09, 162.30086817008424, -77.7199925938107, 968457600000, 80, 2, 128, 8041, 0, 6, 9, null, 251]"
"[2000_09_10, 162.30086817008424, -77.7199925938107, 968544000000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_09_11, 162.30086817008424, -77.7199925938107, 968630400000, 83, 2, 130, 8745, null, 6, 8, 201, 101]"
"[2000_09_12, 162.30086817008424, -77.7199925938107, 968716800000, null, 2, 128, 1411, null, 5, 7, 250, 150]"
"[2000_09_13, 162.30086817008424, -77.7199925938107, 968803200000, 15, 2, 130, 4765, null, 5, 6, 201, 101]"
"[2000_09_14, 162.30086817008424, -77.7199925938107, 968889600000, 0, 2, 130, 3703, null, 6, 9, 201, 101]"
"[2000_09_15, 162.30086817008424, -77.7199925938107, 968976000000, 35, 2, 130, 4935, 28, 5, 7, 201, 101]"
"[2000_09_16, 162.30086817008424, -77.7199925938107, 969062400000, 19, 2, 130, 5268, 65, 6, 8, 201, 101]"
"[2000_09_17, 162.30086817008424, -77.7199925938107, 969148800000, 0, 0, 0, 3012, null, 5, 7, 201, 101]"
"[2000_09_18, 162.30086817008424, -77.7199925938107, 969235200000, 0, 2, 130, 5914, null, 5, 6, 201, 101]"
"[2000_09_19, 162.30086817008424, -77.7199925938107, 969321600000, 29, 0, 0, 2908, 54, 5, 7, 201, 101]"
"[2000_09_20, 162.30086817008424, -77.7199925938107, 969408000000, 26, 0, 0, 4576, 59, 5, 7, 201, 101]"
"[2000_09_21, 162.30086817008424, -77.7199925938107, 969494400000, 0, 2, 130, 3797, null, 5, 7, 201, 101]"
"[2000_09_22, 162.30086817008424, -77.7199925938107, 969580800000, 0, 2, 130, 3145, null, 5, 6, 201, 101]"
"[2000_09_23, 162.30086817008424, -77.7199925938107, 969667200000, null, 2, 128, 3601, null, 6, 7, 250, 150]"
"[2000_09_24, 162.30086817008424, -77.7199925938107, 969753600000, 27, 2, 144, 2775, 100, 5, 6, 201, 101]"
"[2000_09_25, 162.30086817008424, -77.7199925938107, 969840000000, 18, 2, 144, 1799, 0, 6, 9, 250, 150]"
"[2000_09_26, 162.30086817008424, -77.7199925938107, 969926400000, 35, 2, 128, 3709, 39, 5, 6, null, 125]"
"[2000_09_27, 162.30086817008424, -77.7199925938107, 970012800000, 14, 2, 130, 3238, 26, 6, 7, 201, 125]"
"[2000_09_28, 162.30086817008424, -77.7199925938107, 970099200000, 17, 2, 144, 1792, 99, 5, 7, null, null]"
"[2000_09_29, 162.30086817008424, -77.7199925938107, 970185600000, 25, 2, 130, 5671, 42, 5, 7, 201, 101]"
"[2000_09_30, 162.30086817008424, -77.7199925938107, 970272000000, 29, 0, 0, 2979, 62, 7, 9, 201, 101]"
"[2000_10_01, 162.30086817008424, -77.7199925938107, 970358400000, 21, 2, 144, 2102, 100, 6, 7, 201, 101]"
"[2000_10_02, 162.30086817008424, -77.7199925938107, 970444800000, 44, 2, 128, 4377, 29, 7, 9, null, null]"
"[2000_10_03, 162.30086817008424, -77.7199925938107, 970531200000, 50, 2, 128, 5115, 33, 6, 7, null, null]"
"[2000_10_04, 162.30086817008424, -77.7199925938107, 970617600000, 20, 2, 128, 3204, 35, 5, 7, 201, 125]"
"[2000_10_05, 162.30086817008424, -77.7199925938107, 970704000000, 43, 2, 128, 4313, 30, 6, 8, null, null]"
"[2000_10_06, 162.30086817008424, -77.7199925938107, 970790400000, 34, 2, 128, 3419, 48, 6, 8, null, null]"
"[2000_10_07, 162.30086817008424, -77.7199925938107, 970876800000, null, 2, 128, 1070, null, 6, 8, 250, 150]"
"[2000_10_08, 162.30086817008424, -77.7199925938107, 970963200000, 18, 2, 128, 1706, 33, 6, 10, null, 125]"
"[2000_10_09, 162.30086817008424, -77.7199925938107, 971049600000, 30, 2, 128, 3336, 33, 8, 11, null, 125]"
"[2000_10_10, 162.30086817008424, -77.7199925938107, 971136000000, 42, 2, 128, 4281, 40, 6, 9, null, 125]"
"[2000_10_11, 162.30086817008424, -77.7199925938107, 971222400000, 25, 0, 0, 2548, 40, 8, 11, 201, 101]"
"[2000_10_12, 162.30086817008424, -77.7199925938107, 971308800000, 36, 2, 128, 3645, 47, 6, 9, null, null]"
"[2000_10_13, 162.30086817008424, -77.7199925938107, 971395200000, null, 2, 128, 1895, null, 8, 11, 250, 150]"
"[2000_10_14, 162.30086817008424, -77.7199925938107, 971481600000, null, 2, 128, 1601, null, 7, 9, 250, 150]"
"[2000_10_15, 162.30086817008424, -77.7199925938107, 971568000000, 60, 2, 128, 2966, 36, 7, 10, 250, 150]"
"[2000_10_16, 162.30086817008424, -77.7199925938107, 971654400000, 32, 2, 128, 3470, 33, 9, 12, 201, 125]"
"[2000_10_17, 162.30086817008424, -77.7199925938107, 971740800000, 28, 0, 0, 3441, 39, 4, 5, 201, 101]"
"[2000_10_18, 162.30086817008424, -77.7199925938107, 971827200000, 67, 2, 128, 5138, 34, 9, 13, 250, 150]"
"[2000_10_19, 162.30086817008424, -77.7199925938107, 971913600000, 40, 2, 128, 2994, 33, 7, 9, 250, 150]"
"[2000_10_20, 162.30086817008424, -77.7199925938107, 972000000000, 34, 2, 128, 1969, 14, 9, 13, 250, 150]"
"[2000_10_21, 162.30086817008424, -77.7199925938107, 972086400000, 44, 2, 128, 3648, 42, 8, 11, 250, 150]"
"[2000_10_22, 162.30086817008424, -77.7199925938107, 972172800000, 16, 2, 128, 4346, 38, 8, 11, 250, 150]"
"[2000_10_23, 162.30086817008424, -77.7199925938107, 972259200000, 41, 2, 128, 3278, 35, 8, 12, 250, 150]"
"[2000_10_24, 162.30086817008424, -77.7199925938107, 972345600000, 46, 2, 128, 2778, 46, 10, 14, 250, 150]"
"[2000_10_25, 162.30086817008424, -77.7199925938107, 972432000000, null, 0, 0, 2448, null, 11, 15, 250, 150]"
"[2000_10_26, 162.30086817008424, -77.7199925938107, 972518400000, null, null, null, null, null, null, null, null, null]"
"[2000_10_27, 162.30086817008424, -77.7199925938107, 972604800000, 73, 0, 0, 4922, 31, 3, 6, 250, 150]"
"[2000_10_28, 162.30086817008424, -77.7199925938107, 972691200000, null, 2, 128, 2996, null, 9, 14, 250, 150]"
"[2000_10_29, 162.30086817008424, -77.7199925938107, 972777600000, 58, 0, 0, 3323, 32, 11, 16, 250, 150]"
"[2000_10_30, 162.30086817008424, -77.7199925938107, 972864000000, 28, 2, 128, 394, 28, 9, 14, null, 125]"
"[2000_10_31, 162.30086817008424, -77.7199925938107, 972950400000, 36, 0, 0, 3669, 38, 9, 13, null, null]"
"[2000_11_01, 162.30086817008424, -77.7199925938107, 973036800000, 59, 0, 0, 3680, 25, 9, 12, 250, 150]"
